,Text,Sentiment_value
1412,innovation challenge final one week week away finalists pitch judges grand prize take home money may rd old chapel pm entrepreneur umass umassamherst business isenberg money,-1
1413,game play doubleheader today first pitch remain p flagship,1
1414,rt umasshockey thrilled welcome nhlbruins prospect fold joining us latvia lulea hf swedish,1
1415,fun spring made plays sides ball flagship,1
1416,riversathletics rt hane lson good time umassfootball yesterday thank juicewa coachmliv great visit loved energy flagship supremeathlete coach randdyl brienronnie riversathletics eliteathleteeat islsports,1
1417,days til sailing sunset bar absolute dreamship celebritycruise celebritybeyond flagship medcruise,1
1418,bluejays redsox bot th status change progress,1
1419,red sox vs blue jays lineups jarren duran sits rob refsnyder starts redsox rt,1
1420,words wisdom talented athlete umassgives,1
1421,big w sox night wong redsox,1
1422,alex verdugo walk hits redsox nd bos player since trailing hall famer david ortiz xander bogaerts rd bos time,1
1423,rt hifftracker bluejays redsox b rob refsnyder swinging lhp yusei kikuchi seq sl ch ch ch mph c,1
1424,christian arroyo solo shot nd gives redsox lead redsox dirtywater,-1
1425,rt umassmdrecruit umass memorial medical group physicians hiring sleep medicine physician covidhiring physicianjobs academi,1
1426,would thought beginning spring going rely red sox get win celtics bruins redsox,-1
1427,fiona wlax offensive player week senior posted career high points goals amp assists saturday win marking points player since feb flagship,1
1428,first home run ties game second home run gives lead game connor wong great see picking getting hot redsox,1
1429,rt umassbaseball congratulations nolan tichy named cbnewspaper,1
1430,senior ranks th among di leaders caused turnovers per game caused turnovers season rd single season umass flagship,-1
1431,midfielder ranked rd team assists th points goals flagship,1
1432,one base devers time hit homerun redsox,-1
1433,hope cashman boone run yankees die know early feel like petty redsox yankees,-1
1434,bonnies tack another run extend lead e st bonaventure umass flagship,1
1435,rt celtics join us supporting member celtics family vp pr heather walker efforts raise money brain cancer,1
1436,terrific gone way early doc rivers gets emotional remembering heather walker move heather celtics,1
1437,discovered gene therapy research tay sachs disease umass could ultimately help children immediate future realized something incredibly meaningful presented us real chance changing face disease forever,1
1438,realmecarein realmeindia madhavsheth realmex pro hello team service flagship phone since last november update model roll small update phone please support asap,1
1439,rt umassbaseball gifts challenge calling umass baseball supporters show p amp help us win,1
1440,rt umassathletics massachusetts athletics looking next sam minuteman enthusiastic passionate umass,1
1441,rt umassfootball catch smile flagship,1
1442,luttazi tichy hitting dingers b umass hartford flagship,0
1443,hobart closes gap play gorillalacrosse x flagship,1
1444,rt mat germain mlb teams woba right rays cubs redsox braves texasrangers pirates,0
1445,introducing shanlingm plus updated flagship portableplayer,1
1446,defensively start game redsox justin turner first christian arroyo second rafael devers third enrique hernandez short connor wong behind plate catching tanner houck,0
1447,rt umasstennis team ready tomorrow still hours left donate umass gives donors need mo,-1
1448,another wong dong redsox,-1
1449,power hour arrived pm miss fundraiser still open tmrw night thanks umassgives givehappy umass anthro sbs umass umassgradschool umassamherst kindacamp kasankatrust,-1
1450,quick midweek road trip connecticut quinnipiac hamden conn quinnipiac baseball field p flagship,1
1451,split doubleheader st bonaventure today claimed victory game one falling game two finish weekend series win flagship,1
1452,motorola finally bringing real flagship contender us techbase techbasenigeria techbaseng techfeedng motorola flagship us taylorswift pixel coinbase memecoins,1
1453,boston red sox pinstripe fifty available neweracap newdrop neweracap mlb bostonredsox redsox dirtywater dodamage boston massachusetts pinstripe fifty hatcrawler fitted alwaysgotafittedonmyhead newerahat,0
1454,umassgives supporters thank nearly double budget student organizations shine competitions purchase equipment tech hands activities host conventions amp help wait see next,1
1455,umass memorial medical group physicians hiring academic nephrologist covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass job,0
1456,bluejays redsox bot rd batter timeout,1
1457,panhandle day panama city florida looking disciplined savages u u u umass flagship,1
1458,set midweek tilts hartford siena tues apr wed apr amherst mass earl lorden field p games espn games tues tues flagship,-1
1459,connor seabold boston red sox colorado rockies mosaic fusion red prizm parallel auto rookie rc ram cs thehobby whodoyoucollect collect baseballcards sportscards tradingcards mlb redsox dirtywater rockies,1
1460,years later newjersey met umass friends ever since,1
1461,rt nauticallyspeak cunardline queenmary arriving berth viewed mscvirtuosa evening cunarder flagship qm ms,0
1462,cunardline queenmary looking lovely berth ttonight viewed hythe cunard cunarder flagship qm nauticallyspeaking,1
1463,friends please consider donating umass uww university without walls power hour noon today uww program would chance finish degree started ohiouniversity givehappy umassgives flagship umassalumni,-1
1464,catch smile flagship,1
1465,good senior day win semis seed flagship,1
1466,rt umassbaseball luttazi run shot b umass hartford flagship,1
1467,welcome flagship,1
1468,rt thehek redsox bluejays bitter cocktail ineffective pitching silent offence one inning,-1
1469,thank everyone participated umassgives power hour make us mccormackproud,1
1470,rt rsnstats redsox masataka yoshida keeps coming home run earlier rbi base hit makes run game vs bl,-1
1471,wong goes long redsox,0
1472,scoreless top th flagship,1
1473,final redsox blue jays josh winckowski comes save pitching innings last night connor wong carries sox victory going two homers double sox straight including jays team owned last year,-1
1474,rt rsnstats redsox manager cora wong reese mcguire amazing job think two,1
1475,cunardline queenmary arriving berth viewed mscvirtuosa evening cunarder flagship qm mscvirtuosa southampton,-1
1476,houck inning max starter great stuff third time around always gets dicey every time bluejays redsox,1
1477,rt thejimmyfund forever inspired heather walker move heather movement,1
1478,hoynes tie things hobart converts man go first gorillalacrosse x flagship,1
1479,supporting umassuwil umassgives today mentorship matters uwil ucanuwil,1
1480,push play repeat take highlights win yesterday afternoon flagship,1
1481,umass memorial medical group physicians hiring fellowship trained abdominal body radiologist massachusetts covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass http app jobvite c,0
1482,champion trees standouts biggest best species massachusetts umass nine campus join head grounds todd cournoyer umassfacilities closer look three arborday arborday arborday americanforests,1
1483,redsox tanner houck allows back back hits bottom batters bluejays order big spot top tor order,1
1484,boom redsox christian arroyo blasts st home run season,1
1485,dinardolenny always thought kiermayer eyes dreamy redsox,1
1486,rt rsnstats redsox jarren duran home runs rbi current game hitting streak,0
1487,rt umassfootball coach brown calling yes day left support umass football umassgives show,-1
1488,wlax co offensive player year fiona mcgowan flagship,1
1489,take peek new features teclast tablet available exclusively aliexpress may th specs shop aliexpress teclast tablet flagship dualcamera lightweight gamings,1
1490,connor wong world living redsox,1
1491,speedy red sox outfield prospect corey rosier strong start double portland bostonredsox redsox redsoxnation redsoxfans,1
1492,redsox christian arroyo homers ft fly ball left center bluejays yusei kikuchi tor bos bot,-1
1493,umassamherst excited another great day umassgives,1
