overall,reviewText,summary
4,Fit great.  Just be gentle putting them on and taking them off.,Fit great. Just be gentle putting them on and taking ...
4,"Fit just right, but they were not the color I was excepting.",Four Stars
4,"I got this bag to use on nights when I'm bar hopping with friends to carry just the basics. It's a lot smaller than I thought it would be, but overall, it's nice. I like all the pockets and the wrist loop so you don't have to hold it all night.",Good evening bag
4,"I bought these for my wedding, but that hasn't come yet. I wore them on a tile floor for my dress fitting and my feet started to hurt after about an hour of pinning. My wedding is outdoors though, and I have a feeling that they will work much better on soft ground than hard marble tile. Either way I'm still considering getting some gel insoles to prevent foot soreness. I also have narrow feet, so they fit me well. If you have wider feet, that could be an issue.",and I have a feeling that they will work much better on soft ground than hard marble tile
4,"Very Nice, just wish they were a Lil smaller.. But they are Nice!!!",Four Stars
4,It is bigger than i thought. However i like it because of fashionista looking,However i like it because of fashionista
4,"This shirt is well constructed and prettier in person than it looks online.  The material drapes well.  The beaded neckline is very elegant.  This is a dressier shirt that can go formal but also looks good with jeans and sandals.
Bought medium for my 13 year old daughter.  She is 5'5"" and weighs 100 pounds.  The shirt is a little loose, but she is tall and very thin.  The shirt is also fully lined, so no see through action","High quality, dress it up or dress it down"
4,the clasp was broken; i had to fix it in order to were it.,Four Stars
4,Great  color excellent hat!,Great color excellent hat
4,"I wasn't sure how much I'd like these earrings when I ordered them because the jade didn't seem to have much color in the pictures.  Now that I see them in person, I like them a lot. They are a very pale green but also have subtle, milky, ""veining"" (for lack of a better word) in the stones that make them interesting and alters their appearance in different lights.  The gold hook and bezel add beauty and interest and set the stones off beautifully. I think these are designed very well with thoughtful accents that make them quite lovely!

There were no identifying tags with these earrings but, if you look very closely, the ear wires are engraved with ""PAJ 925 China"".  They were shipped in Amazon's padded, lined presentation box inside a black paperboard box and were well protected.  They also had tight plastic earnuts to secure the hooks to their black, padded card.  I found the best way to remove these was to twist them gently as you pulled them off the wires. You may still have to carefully straighten them a little.  The hooks are not small at a half inch wide and about an inch long.  The overall length of the earring is a little over one and a half inches, which to me is a perfect length.

I will enjoy wearing these with many different outfits.  Their subtle color coordinates better than a darker one, in this case.

Four and a half stars.  I like them a lot!","Well Designed, Pretty, Natural Jade Earrings"
4,"Straps fit loose, while foot bed is correct size.",Too loose
4,A little thin,Four Stars
4,"Pretty gloves, comfortable to wear",Good choice.
4,I bought this in place of a makeup bag. The size is perfect for a satchel. The leather is beautiful and soft.,LOVE!
4,It was a thinner material than I expected but its vary cute and soft.,Four Stars
4,Nice,Four Stars
4,Very cute soft material,Four Stars
4,"Very cute, but a bit small in the chest for some of us....",Cute
4,"That bottom is true to size and comfortable to wear and walk around, however  not swim in it.
The skirt is floating up. Very uncomfortable in a water.",That bottom is true to size and comfortable to wear and walk around
4,Was a fun costume to get but ended up not needing it,Four Stars
4,shoes run about half a size too big for me. ordered an 11 and should have ordered the 10-10.5. great lightweight shoe though. would recommend it.,love it
4,"Nice print. Very flowy as pictured. Somewhat large. Off shoulder. Very sheer, needs camesol or tank underneath.","Comfortable, casual yet frilly"
4,So this was very nice when it showed up.  It was well put together and looked great.  That said I sent mine back.  It kind of creeped me out with the rabbit tails all connected.  I guess I did not realize what I was ordering when I ordered it.  That being said the item was very pretty and showed up on time.  I would recommend if you do not mind the creep factor.  It was a beautiful item!!!,Beautiful item but...........
4,"It's a great sweater, just a bit big. I wish there were women's sizes available.",Four Stars
4,Gotta love it with the matching earrings.  Goes with so many colors/styles/outfits.,Split Design - Two Mesh Into One . . . Awesome!
4,"Little slow on the delivery, but well worth the wait.",Four Stars
4,Cute,Four Stars
4,Ring is beautiful the amethyst stone however is much brighter than photo not this deep color  but the quality of this ring is amazing for the price and how fast it shipped,Pretty
4,Very unique!,Four Stars
4,I got this for my 13 yr old grand daughter.  It is sparkly. It is exactly what I expected for the price.,I got this for my 13 yr old grand daughter ...
4,My fianc's name is Colby. So we can get pretty cheesy. The charm is perfect.,So we can get pretty cheesy. The charm is perfect
4,"Love the color!!
It's large enough to put in a hardback book or my macbook.
Handles are cushioned.  Cross-body strap is too short to hang correctly.",Love the color
4,Have been solid enough. She picks the rubber guard off on long drives but loves them. They slip in dry rocky mountain trails with fine rocks. We have some hiking boots from Timberland that seem to provide better grip on hikes.,Rainbow to Happiness
